brand_name,legal_name,cin,company_status,company_class,date_of_registration,registered_state,tier,confidence,shutdown_date,shutdown_year,sector,city,funding_usd,investors,reason,domain,dns_resolves,wayback_last_capture,dpiit_recognised,evidence_count,primary_source_url,primary_source_name,all_source_urls,rationale,prequal_total,prequal_max_possible,prequal_pct,prequal_routing,prequal_unscored,pq_funding,pq_years,pq_eng_headcount,pq_sector,pq_code_location,pq_legal_status,github_url,prequal_note
Madhur Nourishment Products LLP,MADHUR NOURISHMENT PRODUCTS LLP,AAF-6086,Under Liquidation,,2016-02-02,maharashtra,confirmed,1.0,,,,,,,,madhurnourishmentproducts.com,0,,0,1,https://ibbi.gov.in/en/liquidation,IBBI,https://ibbi.gov.in/en/liquidation,"IBBI liquidation list (as on 2025-03-31); MCA status Under Liquidation; site dead (liveness 0.90, NXDOMAIN)",5,5,100.0,dont_pursue_but_unscored,"funding,years,eng_headcount,sector,code_location",,,,,,5,,"Below 25, BUT 5 criteria were unscored (funding, years, eng_headcount, sector, code_location). This is a research gap, not a weak lead — resolve those before deprioritising."
APARIMITHA TECHNOLOGIES PRIVATE LIMITED,APARIMITHA TECHNOLOGIES PRIVATE LIMITED,U72900KA2016PTC097839,Struck Off (STK-7),Private,2016-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APC PAPER INDUSTRIES PRIVATE LIMITED,APC PAPER INDUSTRIES PRIVATE LIMITED,U17099PN2024PTC234674,Struck Off (STK-7),Private,2024-01-01,,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APCOM EXPORTS PRIVATE LIMITED,APCOM EXPORTS PRIVATE LIMITED,U51101TN1989PTC016731,Struck Off (STK-7),Private,1989-01-01,Tamil Nadu,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APEEJAY TEA ONE PRIVATE LIMITED,APEEJAY TEA ONE PRIVATE LIMITED,U15490WB2021PTC249039,Struck Off (STK-7),Private,2021-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APEX - STAR EXIMP PRIVATE LIMITED,APEX - STAR EXIMP PRIVATE LIMITED,U99999MH2005PTC158072,Struck Off (STK-7),Private,2005-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APEXA AUTFIN PRIVATE LIMITED,APEXA AUTFIN PRIVATE LIMITED,U45300RJ2025PTC102518,Struck Off (STK-7),Private,2025-01-01,Rajasthan,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APJ INFRA PRIVATE LIMITED,APJ INFRA PRIVATE LIMITED,U43900DL2023PTC423733,Struck Off (STK-7),Private,2023-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APNACAST TECHNOLAB PRIVATE LIMITED,APNACAST TECHNOLAB PRIVATE LIMITED,U74999MP2022PTC061257,Struck Off (STK-7),Private,2022-01-01,Madhya Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-01; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APNI ADA MARKETING PRIVATE LIMITED,APNI ADA MARKETING PRIVATE LIMITED,U51909KA2010PTC055335,Struck Off (STK-7),Private,2010-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APOORVAM SOLUTIONS PRIVATE LIMITED,APOORVAM SOLUTIONS PRIVATE LIMITED,U72900TG2018PTC125952,Struck Off (STK-7),Private,2018-01-01,Telangana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPAREL ELEVEN INDIA PRIVATE LIMITED,APPAREL ELEVEN INDIA PRIVATE LIMITED,U46410HR2024FTC122487,Struck Off (STK-7),Subsidiary of Foreign Company,2024-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPARITUS LABS PRIVATE LIMITED,APPARITUS LABS PRIVATE LIMITED,U62013MH2024PTC431622,Struck Off (STK-7),Private,2024-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
"APPBUZZ - RENDERING INNOVATION
PRIVATE LIMITED","APPBUZZ - RENDERING INNOVATION
PRIVATE LIMITED",U72900AP2020PTC115436,Struck Off (STK-7),Private,2020-01-01,Andhra Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPCONCUR SOLUTIONS PRIVATE LIMITED,APPCONCUR SOLUTIONS PRIVATE LIMITED,U74999HR2015PTC055327,Struck Off (STK-7),Private,2015-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPCORE INFOTECH PRIVATE LIMITED,APPCORE INFOTECH PRIVATE LIMITED,U72900KA2015PTC084005,Struck Off (STK-7),Private,2015-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,APPE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,U72900AP2018PTC109717,Struck Off (STK-7),Private,2018-01-01,Andhra Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-16; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPIGIOUS TECHNOLOGIES (OPC) PRIVATE LIMITED,APPIGIOUS TECHNOLOGIES (OPC) PRIVATE LIMITED,U62011KA2023OPC172257,Struck Off (STK-7),One Person Company,2023-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPLAUZ EONLINE EDUTECH PRIVATE LIMITED,APPLAUZ EONLINE EDUTECH PRIVATE LIMITED,U80903HR2021PTC092809,Struck Off (STK-7),Private,2021-01-01,Haryana,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPOOZ ECOMMERCE (OPC) PRIVATE LIMITED,APPOOZ ECOMMERCE (OPC) PRIVATE LIMITED,U74999KA2022OPC168235,Struck Off (STK-7),One Person Company,2022-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-22; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPRISE MICRO FINANCE LIMITED,APPRISE MICRO FINANCE LIMITED,U64990CH2024PLC045635,Struck Off (STK-7),Public,2024-01-01,Chandigarh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APPSTRAY PRIVATE LIMITED,APPSTRAY PRIVATE LIMITED,U72900KL2022PTC073976,Struck Off (STK-7),Private,2022-01-01,Kerala,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APR MULTISPECIALITY SERVICES PRIVATE LIMITED,APR MULTISPECIALITY SERVICES PRIVATE LIMITED,U74999MH2021PTC360437,Struck Off (STK-7),Private,2021-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-06-25; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APRANA FOREX PRIVATE LIMITED,APRANA FOREX PRIVATE LIMITED,U74799DL2005PTC133344,Struck Off (STK-7),Private,2005-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APRICUS RECRUITMENT (OPC) PRIVATE LIMITED,APRICUS RECRUITMENT (OPC) PRIVATE LIMITED,U78100KA2024OPC183513,Struck Off (STK-7),One Person Company,2024-01-01,Karnataka,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-15; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APRIL BROADCAST PRIVATE LIMITED,APRIL BROADCAST PRIVATE LIMITED,U72900MH2013PTC243265,Struck Off (STK-7),Private,2013-01-01,Maharashtra,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APRIL INDUSTRIES PRIVATE LIMITED,APRIL INDUSTRIES PRIVATE LIMITED,U74999DL2017PTC354554,Struck Off (STK-7),Private,2017-01-01,Delhi,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2024-03-13; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APSARA VINCOM PRIVATE LIMITED,APSARA VINCOM PRIVATE LIMITED,U51909WB2011PTC168019,Struck Off (STK-7),Private,2011-01-01,West Bengal,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-05-27; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
APSINOX DESIGNERA PRIVATE LIMITED,APSINOX DESIGNERA PRIVATE LIMITED,U74120UP2016PTC076324,Struck Off (STK-7),Private,2016-01-01,Uttar Pradesh,probable,0.72,,,,,,,,,,,0,1,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,MCA STK-7 C-PACE,https://www.mca.gov.in/content/mca/global/en/data-and-reports/rd-roc-info/companies-struck-roc.html,"STK-7 strike-off notice 2026-07-29; MCA status Struck Off (STK-7); timing unestablished: strike-off publication lags cessation by months-to-years, so no shutdown_date can be derived from STK alone",,,,,,,,,,,,,
